i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
25,10,5,3,2,2,20,20,1,0.9272739887237548,0.0003843307495117,0.0002834796905517
26,10,5,4,2,2,29,52,1024,0.9655799865722656,0.0007083415985107,0.0332956314086914
26,10,5,3,2,2,30,60,1024,1.0249342918395996,0.0004017353057861,0.1036698818206787
27,10,5,4,2,2,28,33,1,0.829477071762085,0.0003097057342529,0.0002257823944091
27,10,5,3,2,2,30,40,2,0.8293261528015137,0.0004611015319824,0.0020833015441894
28,10,5,4,2,2,19,17,1,0.799605131149292,0.0003457069396972,0.0001869201660156
28,10,5,3,2,2,20,20,1,0.9298107624053956,0.0005180835723876,0.000394582748413
29,10,5,4,2,2,19,17,1,0.7190227508544922,0.0003948211669921,0.0002222061157226
29,10,5,3,2,2,20,20,1,0.7193131446838379,0.0004451274871826,0.0003347396850585
30,10,5,4,2,2,38,68,1024,1.112006664276123,0.00044846534729,0.044029951095581
30,10,5,3,2,2,40,80,1024,1.0858466625213623,0.000483751296997,0.1808462142944336
31,10,5,4,2,2,19,8,0,0.9299261569976808,0.0004966259002685,0.0001418590545654
31,10,5,3,2,2,20,10,0,0.9584589004516602,0.0003437995910644,9.489059448242188e-05
32,10,5,4,2,2,29,26,2,0.9611697196960448,0.0004191398620605,0.0003614425659179
32,10,5,3,2,2,30,30,1,0.94374680519104,0.0005075931549072,0.0006871223449707
33,10,5,4,2,2,67,240,1048576,1.581831932067871,0.0003468990325927,50.79345607757568
33,10,5,3,2,2,70,280,1048576,1.690412521362305,0.0007390975952148,328.02861404418945
34,10,5,4,2,2,29,52,1024,0.962172508239746,0.0004029273986816,0.0316579341888427
34,10,5,3,2,2,30,60,1024,1.0251450538635254,0.0004627704620361,0.1027054786682128
35,10,5,4,2,2,19,17,1,0.8075196743011475,0.0003378391265869,0.0001730918884277
35,10,5,3,2,2,20,20,1,0.8491013050079346,0.0004727840423583,0.0003631114959716
36,10,5,4,2,2,19,17,1,0.8310856819152832,0.0003905296325683,0.0002055168151855
36,10,5,3,2,2,20,20,1,0.8671681880950928,0.0003385543823242,0.000262975692749
37,10,5,4,2,2,28,25,1,0.9723522663116456,0.0003149509429931,0.0001940727233886
37,10,5,3,2,2,30,30,1,1.0274133682250977,0.0005552768707275,0.0006659030914306
38,10,5,4,2,2,19,17,1,1.0420596599578855,0.0005586147308349,0.0002894401550292
38,10,5,3,2,2,20,20,1,0.8998885154724121,0.0003421306610107,0.0002715587615966
39,10,5,4,2,2,19,17,1,0.7800955772399902,0.0003247261047363,0.0001759529113769
39,10,5,3,2,2,20,20,1,0.7466192245483398,0.0003466606140136,0.00026535987854
40,10,5,4,2,2,29,26,2,0.9495878219604492,0.0003800392150878,0.0003385543823242
40,10,5,3,2,2,30,30,1,1.0057947635650637,0.000575304031372,0.0005226135253906
41,10,5,4,2,2,19,17,1,0.787733793258667,0.000577688217163,0.0002942085266113
41,10,5,3,2,2,20,20,1,0.8590390682220459,0.0005161762237548,0.0003879070281982
42,10,5,4,2,2,19,17,1,0.808128833770752,0.0004205703735351,0.0002193450927734
42,10,5,3,2,2,20,20,1,0.8475449085235596,0.0003745555877685,0.0002779960632324
43,10,5,4,2,2,48,86,1536,0.9719407558441162,0.0006546974182128,0.0765299797058105
43,10,5,3,2,2,50,100,1024,0.9122943878173828,0.0005860328674316,0.2729215621948242
44,10,5,4,2,2,28,50,512,0.879840612411499,0.0003433227539062,0.0189769268035888
44,10,5,3,2,2,30,60,1024,0.7808518409729004,0.0003786087036132,0.0988969802856445
45,10,5,4,2,2,19,17,1,0.7479546070098877,0.0003318786621093,0.0001742839813232
45,10,5,3,2,2,20,20,1,0.7880122661590576,0.0003688335418701,0.000272512435913
46,10,5,4,2,2,19,17,1,0.5157384872436523,0.0003392696380615,0.0001709461212158
46,10,5,3,2,2,20,20,1,0.5543382167816162,0.0005915164947509,0.0004193782806396
47,10,5,4,2,2,20,18,2,0.8181824684143066,0.0004608631134033,0.0003371238708496
47,10,5,3,2,2,20,20,1,0.9783687591552734,0.0005514621734619,0.0003161430358886
48,10,5,4,2,2,19,17,1,0.8116846084594727,0.0003211498260498,0.000195026397705
48,10,5,3,2,2,20,20,1,0.9276013374328612,0.0003542900085449,0.000270128250122
49,10,5,4,2,2,19,17,1,0.8257348537445068,0.0004985332489013,0.0002579689025878
49,10,5,3,2,2,20,20,1,0.6859934329986572,0.0003588199615478,0.00026535987854
50,10,5,4,2,2,29,52,1024,0.7308108806610107,0.0004081726074218,0.0340886116027832
50,10,5,3,2,2,30,60,1024,0.8722741603851318,0.0003819465637207,0.1009342670440673
51,10,5,4,2,2,29,52,1024,0.6946120262145996,0.0003566741943359,0.0302133560180664
51,10,5,3,2,2,30,60,1024,0.746755838394165,0.0004570484161376,0.1003293991088867
52,10,5,4,2,2,38,68,1024,0.8429422378540039,0.0005028247833251,0.0408322811126709
52,10,5,3,2,2,40,80,1024,0.9065558910369872,0.0003931522369384,0.1733765602111816
53,10,5,4,2,2,49,149,184318,1.3512208461761477,0.0004889965057373,6.906201601028442
53,10,5,3,2,2,50,170,154451,1.2909579277038574,0.0003960132598876,27.79797387123108
54,10,5,4,2,2,38,68,1024,1.1345598697662354,0.0004549026489257,0.0415360927581787
54,10,5,3,2,2,40,80,1024,1.2004623413085938,0.0003750324249267,0.18023681640625
55,10,5,4,2,2,19,17,1,0.8582420349121094,0.0003330707550048,0.000171422958374
55,10,5,3,2,2,20,20,1,0.9420876502990724,0.0005366802215576,0.0004310607910156
56,10,5,4,2,2,19,17,1,0.8680217266082764,0.0004999637603759,0.0002799034118652
56,10,5,3,2,2,20,20,1,0.8905317783355713,0.0004966259002685,0.0003743171691894
57,10,5,4,2,2,28,25,1,0.9945724010467528,0.0005111694335937,0.0003340244293212
57,10,5,3,2,2,30,30,1,1.067401885986328,0.0004308223724365,0.0005383491516113
58,10,5,4,2,2,19,17,1,0.8472080230712891,0.0004744529724121,0.0002496242523193
58,10,5,3,2,2,20,20,1,0.8954508304595947,0.000413179397583,0.0002777576446533
59,10,5,4,2,2,48,112,17711,1.2844417095184326,0.000453233718872,0.6908571720123291
59,10,5,3,2,2,50,130,15127,1.3836030960083008,0.0004940032958984,3.3629932403564453
60,10,5,4,2,2,20,18,2,0.866328239440918,0.0003483295440673,0.0002326965332031
60,10,5,3,2,2,20,20,1,0.8988006114959717,0.0003690719604492,0.0002796649932861
61,10,5,4,2,2,19,17,1,0.8201227188110352,0.0004355907440185,0.0002317428588867
61,10,5,3,2,2,20,20,1,0.8562777042388916,0.0004262924194335,0.0003306865692138
62,10,5,4,2,2,47,84,1024,1.3133556842803955,0.0003962516784667,0.0522365570068359
62,10,5,3,2,2,50,100,1024,1.406773328781128,0.0004022121429443,0.2659735679626465
63,10,5,4,2,2,29,26,2,1.0498771667480469,0.0004031658172607,0.0003528594970703
63,10,5,3,2,2,30,30,1,1.125474214553833,0.0004169940948486,0.0005364418029785
64,10,5,4,2,2,38,34,2,0.9925863742828368,0.0007884502410888,0.0006129741668701
64,10,5,3,2,2,40,40,1,1.014185905456543,0.00034761428833,0.0006992816925048
65,10,5,4,2,2,19,17,1,0.8410937786102295,0.0003139972686767,0.0001692771911621
65,10,5,3,2,2,20,20,1,0.8370866775512695,0.0003478527069091,0.0002734661102294
66,10,5,4,2,2,28,16,0,0.9791488647460938,0.0003132820129394,8.130073547363281e-05
66,10,5,3,2,2,30,20,1,1.0626397132873535,0.0004849433898925,0.0003798007965087
67,10,5,4,2,2,20,18,2,0.8461263179779053,0.0003268718719482,0.0002458095550537
67,10,5,3,2,2,20,20,1,0.8908920288085938,0.0003561973571777,0.0002722740173339
68,10,5,4,2,2,28,50,512,1.00624680519104,0.0005147457122802,0.0186870098114013
68,10,5,3,2,2,30,60,1024,1.0919337272644043,0.0006370544433593,0.160968542098999
69,10,5,4,2,2,19,17,1,0.8417398929595947,0.0004899501800537,0.0002987384796142
69,10,5,3,2,2,20,20,1,0.8817756175994873,0.0005502700805664,0.0003867149353027
70,10,5,4,2,2,19,17,1,0.8095717430114746,0.0003714561462402,0.000195026397705
70,10,5,3,2,2,20,20,1,0.8791062831878662,0.0004520416259765,0.0003421306610107
71,10,5,4,2,2,19,17,1,0.7859981060028076,0.0004057884216308,0.000216007232666
71,10,5,3,2,2,20,20,1,0.8599221706390381,0.0003876686096191,0.00026535987854
72,10,5,4,2,2,19,8,0,0.8472485542297363,0.0004107952117919,9.465217590332033e-05
72,10,5,3,2,2,20,10,0,0.8987908363342285,0.0006000995635986,0.0001556873321533
73,10,5,4,2,2,49,44,4,1.3282089233398438,0.0005462169647216,0.0008919239044189
73,10,5,3,2,2,50,50,1,1.5748660564422607,0.0004324913024902,0.0012035369873046
74,10,5,4,2,2,19,8,0,0.6318066120147705,0.0003225803375244,7.987022399902344e-05
74,10,5,3,2,2,20,10,0,0.6888930797576904,0.0004174709320068,0.0001158714294433
75,10,5,4,2,2,19,17,1,0.8571388721466064,0.0004987716674804,0.000223159790039
75,10,5,3,2,2,20,20,1,0.9065959453582764,0.0003459453582763,0.0002567768096923
76,10,5,4,2,2,39,70,1536,1.3286449909210205,0.0005328655242919,0.0623362064361572
76,10,5,3,2,2,40,80,1024,1.2868897914886477,0.0004327297210693,0.1766600608825683
77,10,5,4,2,2,39,52,1024,1.199753999710083,0.0004463195800781,0.0315034389495849
77,10,5,3,2,2,40,60,1024,1.220306396484375,0.0004615783691406,0.0974407196044921
78,10,5,4,2,2,38,68,1024,1.1923787593841553,0.0003354549407958,0.0396013259887695
78,10,5,3,2,2,40,80,1024,1.20812726020813,0.0004868507385253,0.174041748046875
79,10,5,4,2,2,19,17,1,0.9974443912506104,0.0004246234893798,0.0002195835113525
79,10,5,3,2,2,20,20,1,1.0547566413879397,0.0003538131713867,0.0002641677856445
80,10,5,4,2,2,19,17,1,0.8243138790130615,0.0004286766052246,0.0001873970031738
80,10,5,3,2,2,20,20,1,0.7243058681488037,0.0003349781036376,0.0002562999725341
81,10,5,4,2,2,19,17,1,0.843475341796875,0.0003015995025634,0.0001688003540039
81,10,5,3,2,2,20,20,1,0.8855695724487305,0.0003261566162109,0.0002658367156982
82,10,5,4,2,2,67,180,78732,1.4331960678100586,0.0003859996795654,3.709122896194458
82,10,5,3,2,2,70,210,59049,1.4930169582366943,0.000420331954956,22.31465482711792
83,10,5,4,2,2,29,26,2,1.021963119506836,0.0003862380981445,0.0004520416259765
83,10,5,3,2,2,30,30,1,1.0459272861480713,0.0005218982696533,0.0006539821624755
84,10,5,4,2,2,57,153,59049,1.4011235237121582,0.0004127025604248,2.462924003601074
84,10,5,3,2,2,60,180,59049,1.478395700454712,0.0004560947418212,15.221574068069458
85,10,5,4,2,2,28,25,1,0.9858789443969728,0.0003523826599121,0.0002031326293945
85,10,5,3,2,2,30,30,1,1.047398567199707,0.0005626678466796,0.0006983280181884
86,10,5,4,2,2,57,153,59049,1.5942587852478027,0.0003795623779296,2.6007392406463623
86,10,5,3,2,2,60,180,59049,1.7348439693450928,0.0003950595855712,14.750834226608276
87,10,5,4,2,2,19,17,1,0.8402371406555176,0.0003590583801269,0.000197410583496
87,10,5,3,2,2,20,20,1,0.9271290302276612,0.0003793239593505,0.000256061553955
88,10,5,4,2,2,38,68,1024,1.1416740417480469,0.0003881454467773,0.0417404174804687
88,10,5,3,2,2,40,80,1024,1.2067580223083496,0.0006120204925537,0.1777019500732422
89,10,5,4,2,2,19,17,1,0.8918845653533936,0.0004599094390869,0.0002415180206298
89,10,5,3,2,2,20,20,1,0.9075868129730223,0.0003483295440673,0.0002510547637939
90,10,5,4,2,2,28,25,1,1.0327935218811035,0.000342845916748,0.000227928161621
90,10,5,3,2,2,30,30,1,1.053640604019165,0.0004045963287353,0.0004997253417968
91,10,5,4,2,2,19,17,1,0.8481218814849854,0.0005023479461669,0.0002887248992919
91,10,5,3,2,2,20,20,1,0.887582540512085,0.0004222393035888,0.0003187656402587
92,10,5,4,2,2,19,17,1,0.8465204238891602,0.0003790855407714,0.0002050399780273
92,10,5,3,2,2,20,20,1,0.9121100902557372,0.0006628036499023,0.0004715919494628
93,10,5,4,2,2,19,17,1,0.6498637199401855,0.0003113746643066,0.0001683235168457
93,10,5,3,2,2,20,20,1,0.6457815170288086,0.0003407001495361,0.0002639293670654
94,10,5,4,2,2,28,25,1,0.8427958488464355,0.0003180503845214,0.0002024173736572
94,10,5,3,2,2,30,30,1,1.0541186332702637,0.0004920959472656,0.0007216930389404
95,10,5,4,2,2,19,17,1,0.777475118637085,0.0005145072937011,0.0002710819244384
95,10,5,3,2,2,20,20,1,0.8351216316223145,0.000525951385498,0.0003690719604492
96,10,5,4,2,2,38,68,1024,1.0395557880401611,0.0006000995635986,0.0448107719421386
96,10,5,3,2,2,40,80,1024,1.1167757511138916,0.000446081161499,0.1721899509429931
97,10,5,4,2,2,48,86,1536,1.2971320152282717,0.0005605220794677,0.0723206996917724
97,10,5,3,2,2,50,100,1024,1.3443856239318848,0.0006496906280517,0.2706146240234375
98,10,5,4,2,2,19,17,1,0.8446524143218994,0.0003836154937744,0.0002107620239257
98,10,5,3,2,2,20,20,1,0.9304399490356444,0.0006320476531982,0.0004174709320068
99,10,5,4,2,2,19,17,1,0.8487193584442139,0.0003969669342041,0.000199556350708
99,10,5,3,2,2,20,20,1,0.8925631046295166,0.0003480911254882,0.0002579689025878
100,10,5,4,2,2,38,102,39366,1.137681245803833,0.0004839897155761,1.1990859508514404
100,10,5,3,2,2,40,120,59049,1.218998670578003,0.000394582748413,6.71530294418335
101,10,5,4,2,2,19,17,1,0.8457016944885254,0.0003228187561035,0.0001697540283203
101,10,5,3,2,2,20,20,1,0.9001970291137695,0.0005245208740234,0.000385046005249
102,10,5,4,2,2,28,50,512,0.9930636882781982,0.0004048347473144,0.018960952758789
102,10,5,3,2,2,30,60,1024,1.0502982139587402,0.0005552768707275,0.1008446216583252
103,10,5,4,2,2,29,26,2,0.9219636917114258,0.0003821849822998,0.0003314018249511
103,10,5,3,2,2,30,30,1,0.8797988891601562,0.000460147857666,0.0005373954772949
104,10,5,4,2,2,19,17,1,0.7953145503997803,0.0003678798675537,0.000197410583496
104,10,5,3,2,2,20,20,1,0.8995528221130371,0.0005409717559814,0.0004103183746337
105,10,5,4,2,2,19,17,1,1.040552854537964,0.0009641647338867,0.0004010200500488
105,10,5,3,2,2,20,20,1,1.114992380142212,0.0003604888916015,0.0002639293670654
106,10,5,4,2,2,29,52,1024,1.020115852355957,0.0003368854522705,0.0322391986846923
106,10,5,3,2,2,30,60,1024,1.0811011791229248,0.0005693435668945,0.0994508266448974
107,10,5,4,2,2,68,305,9765625,1.5893301963806152,0.0003633499145507,351.40952920913696
107,10,5,3,2,2,70,350,9765625,2.904061079025269,0.0007877349853515,2787.0020089149475
108,10,5,4,2,2,29,52,1024,1.0501251220703125,0.0003614425659179,0.0306618213653564
108,10,5,3,2,2,30,60,1024,1.0628705024719238,0.0004153251647949,0.0997757911682128
109,10,5,4,2,2,19,17,1,3.3144819736480717,0.000382661819458,0.0002467632293701
109,10,5,3,2,2,20,20,1,1.1017823219299316,0.00046968460083,0.0003447532653808
110,10,5,4,2,2,19,17,1,0.95831298828125,0.0005774497985839,0.0003011226654052
110,10,5,3,2,2,20,20,1,0.9828917980194092,0.000394582748413,0.0003135204315185
111,10,5,4,2,2,19,17,1,0.873427152633667,0.0005578994750976,0.0002999305725097
111,10,5,3,2,2,20,20,1,0.9279258251190186,0.0004761219024658,0.0003604888916015
112,10,5,4,2,2,19,17,1,1.09684157371521,0.0005180835723876,0.0002660751342773
112,10,5,3,2,2,20,20,1,1.1781713962554932,0.0005743503570556,0.0003769397735595
113,10,5,4,2,2,19,17,1,0.9024331569671632,0.0004568099975585,0.0002703666687011
113,10,5,3,2,2,20,20,1,0.936312198638916,0.0003464221954345,0.0002634525299072
114,10,5,4,2,2,28,50,512,1.140774488449097,0.0004074573516845,0.0191411972045898
114,10,5,3,2,2,30,60,1024,1.163053274154663,0.0004448890686035,0.0974588394165039
115,10,5,4,2,2,39,105,59049,1.2894153594970703,0.0003688335418701,1.6925194263458252
115,10,5,3,2,2,40,120,59049,1.3256525993347168,0.0004284381866455,6.88762092590332
116,10,5,4,2,2,19,17,1,0.8737046718597412,0.0005009174346923,0.0002417564392089
116,10,5,3,2,2,20,20,1,0.9305267333984376,0.0005044937133789,0.0003588199615478
117,10,5,4,2,2,29,52,1024,1.0563156604766846,0.0003454685211181,0.0320160388946533
117,10,5,3,2,2,30,60,1024,1.020686388015747,0.000472068786621,0.1007084846496582
118,10,5,4,2,2,19,9,1,1.0875346660614014,0.000486135482788,0.0002005100250244
118,10,5,3,2,2,20,10,1,1.1500835418701172,0.0003516674041748,0.0001482963562011
119,10,5,4,2,2,38,68,1024,1.3062212467193604,0.0004858970642089,0.0424025058746337
119,10,5,3,2,2,40,80,1024,1.2548797130584717,0.000657320022583,0.1760399341583252
120,10,5,4,2,2,47,84,1024,1.2122423648834229,0.0005795955657958,0.0511426925659179
120,10,5,3,2,2,50,100,1024,1.251508712768555,0.0004656314849853,0.2694876194000244
121,10,5,4,2,2,19,17,1,0.8942995071411133,0.0004284381866455,0.0002064704895019
121,10,5,3,2,2,20,20,1,0.93068528175354,0.0004613399505615,0.0003223419189453
122,10,5,4,2,2,29,35,11,1.0498969554901123,0.0003671646118164,0.001023530960083
122,10,5,3,2,2,30,40,2,1.0902676582336426,0.0004007816314697,0.0013651847839355
123,10,5,4,2,2,19,17,1,0.9002034664154053,0.0003390312194824,0.0001835823059082
123,10,5,3,2,2,20,20,1,0.933753490447998,0.000385046005249,0.0002608299255371
124,10,5,4,2,2,19,17,1,0.9293546676635742,0.0003662109375,0.0001754760742187
124,10,5,3,2,2,20,20,1,0.9284493923187256,0.0003473758697509,0.0002779960632324
125,10,5,4,2,2,40,72,2048,1.2446777820587158,0.0004618167877197,0.0809776782989502
125,10,5,3,2,2,40,80,1024,1.257810354232788,0.0005421638488769,0.1725859642028808
126,10,5,4,2,2,29,26,2,1.051743984222412,0.000586986541748,0.0005037784576416
126,10,5,3,2,2,30,30,1,1.071741819381714,0.0003976821899414,0.0004584789276123
127,10,5,4,2,2,19,8,0,1.2480247020721436,0.0003235340118408,8.177757263183594e-05
127,10,5,3,2,2,20,10,1,1.256114482879639,0.0005764961242675,0.0002303123474121
128,10,5,4,2,2,48,86,1536,1.3672974109649658,0.0004968643188476,0.0752267837524414
128,10,5,3,2,2,50,100,1024,1.4220218658447266,0.0005180835723876,0.2694957256317138
129,10,5,4,2,2,19,17,1,0.9015448093414308,0.0006775856018066,0.0003037452697753
129,10,5,3,2,2,20,20,1,0.9803471565246582,0.0004293918609619,0.0002987384796142
130,10,5,4,2,2,38,34,2,1.3831543922424316,0.0003373622894287,0.0003495216369628
130,10,5,3,2,2,40,40,1,1.2881650924682615,0.0003788471221923,0.0006999969482421
131,10,5,4,2,2,29,52,1024,1.205489158630371,0.0003561973571777,0.0318598747253418
131,10,5,3,2,2,30,60,1024,1.3061394691467283,0.0005874633789062,0.1007976531982421
132,10,5,4,2,2,67,240,1048576,1.656970739364624,0.0006680488586425,39.03150129318237
132,10,5,3,2,2,70,280,1048576,1.8560872077941892,0.0005843639373779,308.8247435092926
133,10,5,4,2,2,39,35,3,1.0042877197265625,0.0004293918609619,0.0005757808685302
133,10,5,3,2,2,40,40,1,1.1728267669677734,0.0006110668182373,0.0012502670288085
134,10,5,4,2,2,20,18,2,0.7992782592773438,0.0003516674041748,0.0002315044403076
134,10,5,3,2,2,20,20,1,0.8080484867095947,0.0003647804260253,0.0002672672271728
135,10,5,4,2,2,29,26,2,0.9870426654815674,0.0003440380096435,0.0002894401550292
135,10,5,3,2,2,30,30,1,1.0028491020202637,0.0005226135253906,0.0005936622619628
136,10,5,4,2,2,19,17,1,0.9742105007171632,0.0003087520599365,0.000166893005371
136,10,5,3,2,2,20,20,1,0.9974822998046876,0.0003390312194824,0.0002610683441162
137,10,5,4,2,2,77,207,98415,1.6400771141052246,0.000453233718872,5.515869140625
137,10,5,3,2,2,80,240,59049,1.7583701610565186,0.0004277229309082,25.70259189605713
138,10,5,4,2,2,19,17,1,0.8157715797424316,0.0003168582916259,0.0001642704010009
138,10,5,3,2,2,20,20,1,0.8716657161712646,0.0004301071166992,0.0003373622894287
139,10,5,4,2,2,28,50,512,1.0054855346679688,0.0003809928894042,0.019200325012207
139,10,5,3,2,2,30,60,1024,1.051370620727539,0.0003750324249267,0.0980701446533203
140,10,5,4,2,2,19,17,1,0.8462095260620117,0.0004208087921142,0.0002338886260986
140,10,5,3,2,2,20,20,1,0.8314416408538818,0.0003578662872314,0.0002551078796386
141,10,5,4,2,2,19,17,1,0.8808634281158447,0.0003473758697509,0.0001704692840576
141,10,5,3,2,2,20,20,1,1.0353498458862305,0.0005450248718261,0.0003845691680908
142,10,5,4,2,2,19,17,1,0.9979488849639891,0.0003902912139892,0.0001943111419677
142,10,5,3,2,2,20,20,1,1.0569264888763428,0.0004727840423583,0.0003383159637451
143,10,5,4,2,2,38,68,1024,1.306455135345459,0.0006029605865478,0.0419371128082275
143,10,5,3,2,2,40,80,1024,1.38206148147583,0.000401496887207,0.1716055870056152
144,10,5,4,2,2,20,18,2,0.8618724346160889,0.0003511905670166,0.0002336502075195
144,10,5,3,2,2,20,20,1,0.8702807426452637,0.0003881454467773,0.0002801418304443
145,10,5,4,2,2,19,17,1,0.706402063369751,0.0005121231079101,0.0003345012664794
145,10,5,3,2,2,20,20,1,0.797173261642456,0.0006053447723388,0.0004451274871826
146,10,5,4,2,2,39,70,1536,0.9936366081237792,0.0004105567932128,0.0622317790985107
146,10,5,3,2,2,40,80,1024,1.007331609725952,0.0005104541778564,0.175607681274414
147,10,5,4,2,2,38,68,1024,1.1297762393951416,0.0005762577056884,0.0419788360595703
147,10,5,3,2,2,40,80,1024,1.219123363494873,0.0005033016204833,0.1791443824768066
148,10,5,4,2,2,29,26,2,0.8002643585205078,0.0003244876861572,0.0002856254577636
148,10,5,3,2,2,30,30,1,1.0094454288482666,0.00042724609375,0.0005452632904052
149,10,5,4,2,2,19,17,1,0.8721473217010498,0.0003345012664794,0.0001683235168457
149,10,5,3,2,2,20,20,1,0.905630588531494,0.0004463195800781,0.0003018379211425
150,10,5,4,2,2,19,17,1,0.8967111110687256,0.0003514289855957,0.0001711845397949
150,10,5,3,2,2,20,20,1,0.9476923942565918,0.0003566741943359,0.0002579689025878
151,10,5,4,2,2,19,17,1,0.796255350112915,0.0004463195800781,0.0002374649047851
151,10,5,3,2,2,20,20,1,0.8794684410095215,0.0004551410675048,0.0003454685211181
152,10,5,4,2,2,19,17,1,0.8396134376525879,0.0003669261932373,0.0001988410949707
152,10,5,3,2,2,20,20,1,0.9035613536834716,0.0003488063812255,0.0002682209014892
153,10,5,4,2,2,29,52,1024,1.028522253036499,0.0002939701080322,0.0321006774902343
153,10,5,3,2,2,30,60,1024,1.0754520893096924,0.0004663467407226,0.1026303768157959
154,10,5,4,2,2,19,17,1,0.8051674365997314,0.0003509521484375,0.000190258026123
